x_c y_c z_c
0.800859 -0.571192 0.179904
0.0146301 -0.154446 0.987893
0.929372 0.261201 0.260847
-0.509237 -0.268072 -0.817811
-0.390668 0.787297 -0.477014
-0.82771 -0.295627 -0.476971
0.982395 0.172448 -0.0718474
0.574161 0.816329 0.0628199
-0.406852 -0.464357 -0.786667
-0.301064 0.611578 0.731664
-0.378075 0.925532 -0.0212024
0.150989 -0.0476288 -0.987387
-0.408919 0.892 -0.192667
-0.848238 0.489497 0.202202
0.410769 -0.701349 0.582562
-0.477481 -0.467712 0.743813
-0.43222 0.811274 -0.393727
-0.903575 0.33856 0.262546
0.636274 0.502237 0.585588
-0.768704 0.626462 0.12899
0.214596 0.595511 0.774155
-0.381763 0.848824 -0.365726
-0.194967 -0.77867 -0.596374
-0.220166 0.637061 -0.738702
-0.159239 0.767059 0.621501
-0.342098 -0.352425 -0.871071
0.0920404 0.914301 0.394438
-0.176855 0.733348 0.656447
0.921455 0.342911 -0.182573
-0.763975 0.622717 0.169011
-0.772532 -0.399271 0.493738
-0.342331 0.385273 0.856956
-0.279502 -0.95706 0.0769017
-0.0658106 0.996526 -0.0510451
0.069525 0.229992 0.970706
-0.660861 -0.379314 0.647598
0.597478 0.473411 -0.647226
0.426159 -0.8618 -0.275115
0.540661 0.278017 0.793973
-0.555319 -0.754769 -0.349205
-0.72345 0.592184 -0.354878
-0.56212 0.653752 -0.506585
-0.0662962 0.994439 -0.0818227
0.571491 -0.807789 -0.144482
0.305665 0.65996 -0.68631
0.445928 -0.41812 -0.791406
-0.618683 -0.777427 0.113313
0.914626 -0.248931 0.31858
-0.81808 0.246 0.519836
-0.687277 -0.672549 0.274459
-0.510824 -0.401423 0.760209
0.755735 -0.258866 0.601542
-0.194034 -0.777997 0.597555
-0.279174 0.809155 -0.51704
-0.910977 -0.412353 0.00925354
0.495808 -0.82526 0.270408
0.406007 0.698643 -0.589115
-0.698007 -0.557364 -0.44959
0.197245 0.589734 -0.78314
0.776604 -0.612429 -0.147705
0.221481 -0.973153 -0.0626064
0.828377 -0.519534 0.209467
0.611284 -0.380432 0.693976
-0.245797 0.240723 0.938955
-0.801841 -0.237505 -0.548309
0.939661 0.209798 0.270225
-0.411751 -0.544155 -0.730997
0.55933 0.527028 0.639837
0.997778 -0.064653 -0.0160666
-0.398479 -0.720504 0.567529
-0.684293 0.438846 -0.582372
0.654861 -0.414308 -0.632065
-0.109466 0.90924 -0.401621
-0.227998 0.582043 -0.78054
-0.309337 -0.941359 -0.134739
0.246178 -0.368081 -0.896612
0.620453 0.781454 0.0660884
0.352905 0.669772 0.653348
-0.0895958 -0.818548 -0.567408
-0.989771 -0.142659 -0.00162496
0.765651 -0.366262 -0.528801
0.710487 0.487854 -0.507156
0.378319 -0.925102 -0.0325627
-0.878039 0.373366 -0.299408
0.498464 -0.20058 -0.843386
-0.956123 -0.0588832 0.286988
-0.44444 -0.832802 -0.330022
-0.00167294 0.786409 -0.617703
-0.939623 0.0704337 0.334884
-0.377855 -0.710943 -0.593115
0.529435 0.834064 -0.155035
0.222571 -0.854601 -0.469168
0.0262653 -0.0761609 -0.99675
0.0498008 -0.107983 -0.992905
0.791931 -0.508454 -0.338112
-0.861732 -0.133321 -0.489533
0.238527 0.115063 -0.964295
0.994574 0.0674876 0.0791717
-0.350892 0.928857 0.118744
-0.611778 -0.192017 -0.76737
0.936091 0.293234 0.194287
-0.600004 0.11598 -0.791545
0.791196 0.611222 0.0203873
0.841178 -0.137872 0.522888
0.958771 -0.192497 0.209054
0.423474 0.282776 -0.860644
-0.196866 -0.00163737 -0.980429
-0.0879522 -0.822653 0.5617
-0.370122 -0.269758 -0.888955
0.14034 -0.936408 -0.321628
0.994515 0.0830594 -0.0635687
0.612529 0.141203 0.777734
0.231518 -0.241008 0.942504
0.465456 -0.7895 0.40005
-0.158997 0.728607 0.666222
0.516696 -0.712822 -0.474247
0.281961 0.632299 -0.721593
-0.468781 0.402354 -0.786356
-0.119703 0.942954 -0.31066
0.904552 -0.103844 -0.413524
0.735388 -0.0638631 -0.67463
0.360599 0.472527 0.804168
0.0137925 -0.469018 0.883081
0.220062 -0.484466 0.846679
0.782723 -0.275484 0.55808
0.510533 0.733104 -0.449349
-0.612463 0.788236 0.0597783
0.735898 -0.272049 -0.620035
-0.474081 -0.878217 -0.0631134
0.34726 0.738046 0.578532
-0.767777 0.618555 0.167056
0.105584 0.834837 0.540278
0.997781 -0.0240136 -0.062107
0.866996 0.122244 -0.483087
0.943681 0.275321 -0.183477
-0.298626 0.888768 -0.347728
0.0508296 -0.732602 -0.678757
-0.873506 -0.410414 0.261818
0.73924 -0.662367 -0.121633
-0.593161 0.589592 0.548217
-0.0644148 0.933016 0.354024
0.778058 -0.61791 0.113195
-0.358709 0.246355 -0.900354
-0.525519 0.426552 0.736127
-0.372184 -0.326702 0.86876
-0.383565 -0.332003 -0.861772
0.539262 -0.72387 -0.430359
0.181428 0.758047 0.626457
-0.282579 0.0409142 -0.958371
-0.0461509 -0.542292 -0.838922
0.809103 0.206743 0.5501
0.578002 -0.412337 -0.704196
-0.20956 0.648993 -0.731364
0.0319836 -0.914434 -0.40347
0.11922 -0.803986 0.582575
0.961549 0.259853 0.0888795
0.829685 -0.440454 0.342963
0.34964 0.914931 0.201629
0.811342 -0.160899 -0.561993
-0.754395 -0.216673 -0.61963
0.795579 0.578413 -0.180257
-0.29918 0.0553496 -0.95259
-0.176677 -0.9126 -0.368709
0.878158 0.0516368 -0.475576
0.0861373 -0.95334 -0.28935
0.857033 -0.148671 -0.493348
0.571809 -0.0414572 0.819339
-0.186095 -0.198811 0.962207
0.0615952 -0.783827 -0.617917
-0.23028 -0.643873 -0.729656
0.396511 -0.916299 0.0563468
0.0298885 -0.967646 0.250536
-0.822297 -0.542245 -0.172622
0.515476 -0.575085 -0.635265
0.922207 -0.374324 -0.0970338
0.995687 0.000701222 0.0927699
-0.862273 -0.337695 -0.377421
-0.344192 0.83746 0.424491
-0.963093 -0.144954 -0.226806
-0.258709 -0.0488156 -0.964721
0.462589 -0.82608 0.321874
0.487033 -0.412383 -0.769896
-0.362272 -0.655589 -0.662542
-0.488535 0.144912 -0.860427
-0.468045 0.695621 -0.545018
0.593658 -0.584025 -0.553612
0.933113 0.0969886 -0.346257
0.744338 -0.45906 -0.485
-0.24146 0.828417 -0.505393
0.0789277 0.481122 0.873093
0.788151 -0.614784 0.0292989
-0.0849796 0.996058 0.0254267
-0.380683 0.90396 0.194772
-0.0172944 -0.985206 0.170502
0.949852 -0.262767 0.169513
0.731977 -0.635346 -0.24606
0.486754 0.844137 -0.224731
0.756113 -0.0400367 -0.653216
-0.772918 0.506947 0.381579
-0.590735 -0.806412 -0.027036
0.518081 0.853627 -0.0539734
0.545718 0.367621 -0.753025
0.827826 0.382592 -0.410277
-0.881103 0.095174 -0.463248
0.759065 0.568247 0.317674
-0.871686 -0.302969 0.385194
-0.673916 0.548886 0.494531
0.302549 0.952475 -0.0354422
-0.0228239 -0.452044 -0.891704
0.613354 -0.762525 -0.205797
0.302566 -0.94387 -0.132525
-0.610351 0.267461 -0.745611
0.89632 0.397585 0.196309
0.418712 0.474769 0.774128
-0.106579 -0.429729 0.896646
0.205978 0.191034 0.959729
0.45874 0.618815 0.637672
-0.489602 -0.823055 -0.287872
-0.243034 0.790572 0.562077
-0.494747 0.589675 0.638365
0.359408 -0.92755 0.102358
0.337573 -0.614135 -0.71336
0.207142 0.952656 -0.222573
0.742189 -0.657301 -0.130804
-0.574515 -0.0447634 0.817269
0.886566 -0.348202 -0.304558
0.0188099 -0.67742 0.735356
0.743437 -0.658325 0.117936
-0.380537 -0.534894 -0.754373
-0.226704 -0.972719 -0.0492282
0.697207 0.541119 0.470205
-0.929798 0.0312194 0.366745
-0.538842 0.296547 0.788485
0.630641 0.019687 -0.775825
0.863684 -0.422193 -0.275325
-0.0144323 -0.97556 0.219258
-0.727418 0.22683 -0.64762
-0.00947396 -0.695896 0.71808
-0.900458 0.426404 0.0857656
-0.0256891 -0.561431 0.827124
0.777501 0.627932 -0.0345401
0.171265 -0.534537 -0.82761
-0.719257 0.693851 0.0352149
-0.583524 -0.108052 -0.804875
0.0641845 0.60675 -0.792297
-0.205649 0.106606 -0.972802
-0.189818 -0.66219 0.724895
0.0531463 0.132224 -0.989794
0.555333 0.776123 -0.298727
0.497196 0.232307 -0.83596
-0.596067 -0.408768 -0.691095
0.603032 -0.797091 -0.0315869
0.461709 0.143042 -0.875422
-0.355268 -0.627851 -0.692522
-0.7992 0.030723 0.600279
-0.745415 0.347794 0.568679
-0.479957 0.349893 -0.804497
-0.359026 0.834352 0.41828
0.140122 -0.800485 -0.582743
0.644947 0.584871 0.491904
0.157837 0.187457 -0.969509
-0.901641 0.407969 0.143543
-0.76402 -0.557681 -0.324447
0.920703 0.388352 0.0385859
-0.780055 0.503753 -0.371144
-0.641553 -0.519012 0.564832
-0.573823 -0.122146 -0.80982
-0.163519 -0.614656 0.77166
-0.714364 0.437757 0.545942
-0.650189 -0.435808 0.622355
-0.0962912 0.383825 -0.918372
-0.371507 0.63317 0.679027
-0.471814 -0.000821536 0.881698
-0.970892 -0.0772273 -0.226727
-0.0480604 0.495473 -0.867293
-0.3275 0.170693 -0.929305
-0.647193 -0.585789 0.487845
-0.3259 0.893071 0.310182
-0.797601 -0.4495 -0.402221
0.533098 -0.552664 -0.640601
0.966152 -0.250747 -0.0606374
-0.115099 -0.874265 -0.471607
-0.592291 0.746336 -0.3036
-0.427235 0.429113 -0.795821
-0.680519 0.308971 0.664403
0.0981362 -0.76009 -0.642365
-0.469069 0.87594 -0.112709
0.539487 0.53574 0.649566
-0.366718 -0.48855 -0.79173
0.571402 -0.653005 0.497075
-0.430185 -0.51999 -0.737938
0.897429 0.259212 0.356975
0.721406 -0.272557 0.63662
-0.860495 -0.306788 0.40673
-0.256138 0.965586 -0.0451372
0.547235 0.760107 0.350387
-0.860506 -0.212688 0.462918
-0.058339 -0.983648 0.170392
0.762545 -0.645383 -0.04479
-0.445644 0.743356 0.498821
-0.550464 -0.777064 0.305221
0.959738 0.0586745 0.274699
0.818125 -0.151352 -0.554764
-0.047877 0.413915 0.909056
-0.613555 0.78951 0.0149588
0.91471 0.236149 0.327931
-0.126275 0.642747 0.7556
-0.947404 0.20943 0.242002
-0.463894 0.84698 -0.259668
0.362942 0.451593 0.815068
-0.481188 0.873812 -0.0700702
-0.211608 -0.837231 -0.504249
-0.305833 -0.140825 0.941613
-0.00390465 -0.510915 0.859623
0.931475 -0.355569 0.0769759
-0.691315 0.71267 -0.119103
-0.758642 -0.242045 0.604877
-0.238423 0.346368 0.907295
0.598324 -0.225936 -0.76874
0.882821 -0.46905 -0.0248921
-0.494626 -0.251822 0.831824
0.560188 -0.823058 0.0936231
-0.107963 -0.990683 0.0830151
0.84239 -0.389569 0.37231
0.111011 -0.544719 0.831238
0.22319 -0.559856 -0.797964
-0.758598 0.642175 0.110185
-0.66608 0.458824 0.588063
0.396454 -0.766941 0.504604
0.853713 -0.0614167 0.517109
-0.882392 -0.0138818 0.47031
-0.182045 -0.511188 -0.839968
-0.630484 0.768974 -0.105682
0.731577 0.67993 0.0499114
0.692453 -0.161574 -0.703138
0.757913 0.638585 -0.133331
0.647491 0.552265 0.525128
-0.708524 -0.297119 0.64009
0.927592 -0.236668 0.289069
0.487975 0.8727 0.016594
-0.992935 0.0850596 0.0827292
-0.228009 -0.110261 0.967396
0.940703 -0.31339 -0.129865
-0.441358 0.886893 0.13647
0.962905 0.254301 0.0902521
-0.43695 0.510404 0.74065
0.123562 0.800065 0.58705
-0.578167 -0.667136 0.469737
0.394079 -0.829128 -0.396545
0.247518 0.159001 -0.955748
0.241521 -0.886574 0.394529
-0.297616 -0.261724 0.918109
0.21092 0.0508263 0.976181
-0.865719 0.364243 0.343305
0.925542 -0.28251 0.25211
-0.434234 0.0183692 0.900613
0.697896 -0.697196 0.163888
0.165046 0.978039 -0.127279
-0.71958 -0.694409 0.000658725
0.746734 0.547148 -0.378175
0.874368 -0.407908 -0.262854
0.425098 0.74057 0.520431
-0.329202 -0.858336 0.393554
-0.429078 -0.902131 0.0453028
-0.140941 -0.492604 0.858765
-0.351747 -0.928298 -0.120571
-0.964862 0.0720413 -0.252689
-0.971225 0.195825 0.135551
-0.49294 0.843076 0.21502
-0.88201 -0.033661 0.470027
0.211812 -0.259017 0.942362
-0.477616 0.781852 0.400737
0.949158 -0.188816 -0.251889
0.0907225 0.768654 -0.633199
-0.257364 -0.422205 -0.869199
-0.635503 0.132567 -0.760632
-0.562135 -0.756559 -0.334099
-0.718319 0.0987031 -0.688676
-0.271955 0.421306 0.865183
0.700448 0.710327 -0.0693445
-0.894377 -0.0356732 0.445889
0.477182 0.0230386 -0.878502
0.281011 0.813259 0.509551
-0.971736 -0.00274206 0.236056
-0.809876 -0.141795 -0.569206
-0.734306 -0.185234 0.653057
-0.425395 0.769203 0.47683
-0.014589 -0.858123 -0.513236
0.552216 0.519135 -0.652347
0.514995 -0.848291 0.123218
-0.128042 -0.850092 -0.510831
-0.0255118 -0.638043 0.769578
0.21803 0.307004 -0.926397
0.271524 0.574037 -0.7725
-0.593311 -0.0812146 0.800866
0.363223 0.78311 0.504785
0.625631 0.7564 -0.190904
-0.793556 -0.522405 -0.312029
-0.105871 0.993787 -0.0343335
0.340806 -0.802524 -0.4897
-0.677257 -0.154887 -0.719259
-0.147082 0.956119 -0.253385
-0.0154551 0.640597 0.767722
0.435996 -0.403106 0.80462
0.115243 -0.754611 0.645974
-0.0694194 -0.949594 0.305698
-0.724659 0.41278 0.551798
-0.84804 0.483094 0.217828
-0.886006 0.15437 -0.437222
0.791075 0.598814 0.124988
-0.858965 -0.444255 0.254592
-0.0245131 -0.959214 -0.281617
0.934822 0.261264 -0.240518
-0.0995517 -0.85013 -0.517077
0.857499 -0.0260696 0.513824
-0.648652 -0.6755 -0.350641
-0.991844 0.0989097 -0.0803889
-0.273635 -0.904369 0.327475
-0.848015 -0.297269 -0.438751
0.671149 0.211836 -0.710412
-0.563238 0.657667 -0.500237
0.316827 0.945363 0.0768741
-0.36431 -0.923069 0.123375
-0.981735 0.132489 -0.136543
-0.367541 0.319928 -0.873247
-0.0728032 0.938403 0.337785
-0.811121 0.572589 -0.119271
-0.209918 -0.975303 -0.0686881
-0.81816 -0.11293 0.563791
0.0463724 0.415713 0.908313
0.347374 -0.804716 0.481418
-0.753067 0.572769 -0.323767
-0.143196 -0.974733 0.171436
-0.704254 -0.701766 0.107477
0.0412945 0.746876 0.66368
-0.351964 0.620626 0.700675
0.929141 -0.298999 -0.21748
0.450699 -0.216276 0.86608
-0.48947 -0.63153 -0.601323
-0.443148 -0.82147 0.358898
-0.905667 0.173851 -0.386709
-0.311087 -0.457217 0.833173
-0.746164 0.450667 0.49004
0.896861 0.370548 0.241525
-0.17927 -0.980058 0.0857201
-0.633692 0.72599 0.267157
0.0974209 0.565171 0.819201
-0.367845 -0.308354 -0.877273
0.388923 -0.882184 0.2655
0.314983 0.791973 0.523033
-0.773154 0.615852 0.151524
-0.419541 0.778549 0.46674
-0.00614371 -0.970366 0.241563
-0.327063 -0.248262 0.911809
0.216821 -0.866887 -0.448882
-0.416788 0.745945 0.519474
0.874471 0.256634 -0.41163
-0.690753 -0.567457 -0.448166
-0.474704 0.872828 0.113256
-0.593628 0.0361225 -0.803929
0.794289 0.497713 -0.348405
0.368556 0.0837603 -0.925824
-0.023636 0.692577 0.720957
0.193674 0.782076 0.592324
-0.462922 -0.768565 -0.4416
-0.474733 -0.848803 -0.232726
0.0663828 0.767775 -0.637272
0.922801 0.305284 0.23503
0.657939 0.596506 -0.459671
-0.552657 0.728076 -0.405555
-0.306406 0.865957 0.395264
0.815339 -0.163224 -0.5555
0.87766 -0.0349304 -0.47801
0.540578 0.78538 -0.301584
-0.0758538 -0.488777 0.869105
0.955045 -0.192805 -0.225201
-0.333085 -0.889683 0.31228
0.391346 -0.873513 0.289523
0.39349 -0.893695 0.215581
0.52643 0.0306847 0.849664
-0.626859 -0.702986 -0.335944
0.425387 0.73327 0.530434
0.875848 0.126381 0.465746
-0.847273 -0.138745 0.512716
0.482459 0.806338 -0.34213
0.830191 0.552423 0.0749103
-0.554962 0.492797 0.6702
-0.0675346 0.789287 0.610299
0.574787 -0.240602 -0.782132
-0.492705 0.444414 0.748156
0.0576366 -0.353527 0.933647
0.743223 -0.48334 -0.462604
-0.0440866 0.560782 -0.826789
0.725863 -0.462925 -0.508747
-0.339261 -0.528124 0.778451
0.78502 0.224746 0.577263
0.35238 -0.839517 0.41357
-0.956793 -0.0531074 -0.28588
0.545107 -0.58897 -0.596634
0.411894 0.450494 0.792085
-0.517666 -0.252789 0.817386
0.642684 0.131014 0.754846
0.301351 0.817603 0.490624
-0.53782 -0.615817 0.575777
0.171301 -0.896354 0.408908
-0.303752 0.950545 -0.064801
0.762645 0.640215 -0.0921855
-0.258081 0.950028 -0.175617
-0.390144 0.795054 0.464411
-0.536221 -0.844075 0.00211962
-0.514183 0.857634 0.00896382
-0.216115 0.974528 -0.0599081
0.121821 0.338018 -0.933222
0.901956 0.195413 0.385083
0.0460624 0.998905 0.00817467
0.207461 0.868593 -0.450007
0.0476317 -0.992142 0.115696
0.0787984 0.369069 -0.926056
-0.873144 -0.000481332 -0.487462
0.942021 0.330355 -0.058837
0.718075 0.538966 0.440323
0.120763 0.0939513 0.988225
0.0596264 0.471194 0.880012
-0.421495 -0.0866147 0.902685
-0.0465303 0.205141 -0.977626
-0.164902 -0.986216 -0.0136468
0.676716 -0.454892 -0.578904
-0.852706 -0.512994 0.0986402
0.966806 0.162236 0.197395
-0.642457 -0.0258107 -0.765887
-0.176571 0.980478 0.0865185
0.872726 0.0202706 -0.48779
0.223381 -0.0213662 -0.974497
-0.964652 0.209339 0.160072
-0.744432 -0.19169 -0.63959
0.00735402 0.600695 -0.799445
-0.782004 0.622131 -0.037732
-0.886351 0.446929 -0.120979
-0.643263 0.562585 -0.519337
-0.194157 0.258102 0.946407
0.348875 -0.382202 0.855692
-0.839754 0.108426 0.532031
-0.157847 -0.779564 -0.606106
-0.44519 0.875283 -0.188905
0.693811 0.254679 0.673621
0.745365 -0.63771 -0.194313
-0.561184 -0.386044 -0.732149
-0.712526 0.404531 0.57329
-0.942373 -0.32956 -0.0576527
-0.954757 -0.255486 -0.152203
0.476633 0.868313 -0.137304
0.490452 -0.02486 -0.871114
-0.605025 -0.571984 0.553876
-0.851499 0.390796 0.349612
-0.471012 0.42239 -0.774425
-0.961649 0.0970132 -0.256554
-0.271292 -0.842006 0.46629
0.189589 -0.651396 0.73467
0.85351 0.404292 0.328737
-0.504304 -0.453679 -0.734746
0.476514 -0.246415 -0.843928
0.258249 0.591283 0.763997
0.285304 -0.760222 -0.583664
-0.174706 -0.955566 -0.237428
-0.146353 -0.282282 0.948102
0.680317 -0.446843 0.580948
0.578951 -0.732846 -0.357426
-0.7127 -0.611364 0.343938
0.407052 0.441832 -0.799433
-0.102662 0.148385 0.983586
0.172938 0.813675 -0.555001
-0.18508 0.0500283 -0.981449
-0.915688 0.00644546 -0.401839
-0.0195219 -0.602791 0.79766
0.958618 0.278244 0.060268
-0.933435 -0.223276 0.280796
-0.787324 0.306547 0.53493
0.65517 0.529345 -0.539024
-0.60878 0.520842 -0.598423
-0.473756 -0.597494 0.646959
0.161777 0.215975 0.962903
0.874553 -0.392224 -0.285163
-0.734158 -0.29656 0.61079
-0.768592 0.556265 -0.315968
-0.601778 0.657419 -0.453501
-0.297247 0.752861 0.587235
0.417082 -0.0864691 -0.904746
-0.250601 0.93155 0.263466
-0.216362 -0.341759 -0.914543
-0.411664 0.365521 -0.834822
-0.405551 0.71628 0.567866
-0.0121636 0.210804 -0.977453
0.684625 -0.032595 0.728166
0.0730251 -0.994731 0.0719522
0.187286 0.122479 -0.97464
0.867778 -0.233051 -0.438917
-0.876691 0.149049 0.45738
0.516525 -0.441361 0.733759
0.371792 0.195643 0.907466
0.895406 0.443263 0.0420177
-0.427376 0.323954 0.84404
0.831273 0.42867 -0.353876
0.557806 -0.355894 0.749795
-0.595716 0.802422 -0.0352202
-0.499478 -0.726569 0.471826
0.30176 0.643794 0.703185
-0.540488 0.840643 0.0345203
-0.926815 -0.0867956 0.365349
0.390268 -0.882417 0.262737
0.694995 0.445262 0.564555
-0.807503 -0.581543 -0.0987274
0.290415 0.153508 -0.944507
-0.992743 0.0621697 -0.102936
-0.381378 -0.213591 0.899405
0.665008 -0.729445 -0.160232
0.698398 -0.129934 -0.703816
-0.0361231 -0.852092 0.522145
-0.776165 -0.0987819 0.622744
0.0911278 0.993609 0.0666065
0.192354 0.43449 -0.879897
0.332277 0.173226 -0.927138
0.324309 0.944301 -0.0558446
-0.594094 0.3963 -0.699999
-0.346337 0.936714 0.0511679
-0.772498 0.63212 0.0605986
-0.411876 0.880816 -0.233499
-0.936989 -0.339091 0.0840759
-0.358405 -0.932406 -0.0465225
0.173006 0.378829 -0.909152
0.988024 0.00562969 -0.154195
0.751465 -0.169214 -0.637704
0.139001 0.150954 0.978719
-0.703483 -0.0936928 -0.704509
-0.469507 0.196298 0.860831
-0.128894 0.200294 -0.97122
-0.287414 -0.215705 0.933201
-0.065867 -0.52837 -0.846456
-0.549906 -0.727025 0.411143
-0.511961 0.409375 0.755187
-0.123848 0.967393 -0.220935
-0.42603 -0.892429 -0.148556
0.486036 0.3566 0.797875
-0.265123 -0.932381 0.245714
0.913239 0.0145167 0.407166
0.0200502 -0.922856 -0.384623
0.208634 -0.742582 0.63643
0.929094 -0.110549 -0.352934
0.841488 -0.433577 0.322349
-0.399305 0.546316 0.736271
-0.414387 -0.291891 0.862023
0.790218 0.557178 0.255164
0.412344 -0.807766 -0.421292
-0.359057 -0.272836 0.892546
0.788398 -0.614063 0.0368259
-0.689289 -0.0088678 0.724432
-0.582444 -0.512013 -0.631349
-0.759042 0.147916 0.634016
-0.790493 -0.597734 0.133547
-0.253642 0.947475 0.194827
-0.656278 -0.371916 -0.656489
-0.692657 -0.507251 -0.51276
0.932241 -0.300926 -0.200922
0.178478 -0.681188 -0.71002
-0.744364 0.582923 0.325766
0.911009 0.341952 0.230503
-0.905832 -0.299549 -0.299564
0.711388 0.185199 0.677959
0.928507 -0.364078 -0.0729565
0.758631 0.621741 -0.194722
-0.932777 -0.189111 -0.306862
-0.661472 -0.426112 -0.617158
0.488654 0.132588 -0.862344
-0.864807 -0.313607 -0.392121
-0.0886987 0.822823 0.561333
-0.667774 0.582559 -0.463361
-0.581492 0.429727 0.690797
-0.229147 0.939441 0.254838
-0.95811 -0.246491 -0.145834
0.868739 -0.394555 -0.299365
0.851678 -0.051673 -0.521511
-0.401502 -0.512167 -0.759263
0.604053 0.72039 0.340821
0.810167 -0.574633 -0.115872
-0.475203 -0.00849373 -0.879835
-0.920527 0.253165 0.297552
-0.408496 -0.339851 0.847132
0.20494 -0.635205 -0.744657
-0.697901 -0.332696 0.63423
0.0702401 -0.000979317 0.99753
-0.68427 0.209579 -0.698463
-0.425656 0.534869 -0.729886
0.92628 0.303246 -0.223713
0.534106 0.783252 -0.318193
0.298643 -0.429892 0.852059
-0.239206 0.945165 0.22236
0.500588 -0.838759 -0.214231
-0.963399 -0.175116 -0.202971
0.200723 0.753634 0.625897
-0.715813 0.385108 -0.582498
-0.965395 -0.235881 -0.111235
-0.990827 -0.133378 0.0217292
-0.472781 -0.604301 -0.641325
0.27822 -0.896648 0.344407
-0.240256 -0.441279 0.86461
0.14858 0.568316 -0.809284
-0.245397 -0.860472 -0.446506
0.662364 0.739634 0.11923
-0.047606 -0.957155 0.285637
-0.515827 -0.834468 0.193867
0.051413 -0.898934 0.435056
0.693407 0.545598 -0.470648
0.183917 0.653582 0.734169
-0.494455 -0.112228 -0.861927
-0.714349 0.0423561 0.698507
0.609018 -0.717319 0.338453
0.0179352 -0.864935 0.501563
0.635227 0.310317 0.707241
-0.817247 0.116589 -0.564371
-0.34474 0.100376 0.933316
-0.69132 -0.705337 0.15677
0.726639 0.567537 -0.387167
0.467765 -0.491274 0.734742
-0.878778 0.267419 0.395267
0.538735 0.169272 -0.825295
0.772923 0.578344 0.260975
0.0391697 -0.339879 0.939653
0.742748 -0.652041 -0.152209
-0.731797 0.662098 -0.161556
-0.515883 -0.634415 -0.575658
0.54564 0.559138 0.624213
0.404049 0.631277 -0.661992
0.0556653 0.644335 -0.762714
-0.0421835 -0.989625 0.137344
-0.469333 -0.44599 0.762115
0.0938837 0.989281 0.11184
-0.576972 -0.161262 0.800686
0.893503 0.37909 -0.240713
0.161707 -0.93298 -0.321558
0.0729238 -0.577642 -0.813026
0.997116 -0.00643687 -0.0756217
0.106726 -0.449944 0.886657
-0.285976 0.157076 -0.945275
0.0974651 0.886573 -0.452205
-0.785283 -0.188766 -0.589659
0.865672 -0.229063 0.445132
0.0857605 -0.179849 0.979949
0.460779 0.541354 0.703291
-0.88788 0.372525 0.269991
-0.275995 -0.180852 0.943991
0.30749 0.490306 0.815506
0.262479 0.261602 -0.9288
0.661744 -0.441661 0.60583
0.894432 -0.403743 -0.19231
-0.180485 -0.982057 0.0546757
0.943542 0.0664868 -0.324512
-0.87025 -0.144431 -0.470962
-0.437067 0.816887 0.376387
-0.736914 -0.391281 0.551232
0.259804 0.711299 0.653112
0.426264 -0.884431 0.189952
0.933161 -0.266358 0.241378
0.843759 0.507608 0.174371
-0.170775 -0.885974 0.431144
-0.107916 -0.501605 0.85834
-0.301688 -0.334779 0.892697
0.413798 -0.673747 -0.612239
-0.495343 0.372447 -0.784805
0.652746 0.554178 0.516536
0.315276 -0.557142 -0.76824
-0.949242 0.140845 0.281251
0.538973 -0.756272 0.370893
0.365897 -0.844672 -0.390702
0.603838 0.662603 -0.443099
-0.510393 0.760769 -0.40091
0.346517 0.463732 0.815401
-0.351225 0.778776 -0.519759
-0.727316 0.531744 -0.433889
-0.606593 -0.304273 -0.734481
-0.908676 -0.358979 -0.213172
-0.0289352 0.683421 0.729451
0.301886 0.89468 0.329262
-0.596705 0.43664 -0.673267
0.985155 0.106848 0.134364
0.670213 -0.607842 0.425843
0.543526 -0.0313206 0.838807
0.548587 0.205777 -0.810375
-0.162858 -0.321711 -0.932727
-0.232357 -0.153948 -0.96037
-0.122063 -0.776397 0.618311
0.581829 -0.0144896 -0.813182
0.281414 -0.911489 0.299991
0.897957 0.112857 0.425366
0.441422 0.0559095 -0.895556
0.95199 -0.303316 0.0414126
0.779309 0.16451 0.604661
-0.662511 -0.597277 -0.452039
-0.841781 -0.00827079 -0.539756
0.414652 -0.751549 0.513067
0.858545 -0.0534956 -0.509939
0.936337 -0.124059 0.328455
-0.478097 0.587728 0.652686
0.920395 -0.26399 -0.288413
0.708112 -0.163782 -0.686843
0.709195 -0.514962 0.481515
0.959725 0.1299 -0.249107
0.198414 -0.967036 0.159602
-0.430539 0.77054 -0.470005
-0.995979 -0.0513196 0.0734248
-0.578313 0.524273 -0.625053
-0.174444 0.459692 -0.870777
0.927438 0.0329638 -0.372522
-0.122772 -0.75927 -0.63909
-0.0686659 0.504017 -0.86096
-0.38675 -0.138842 -0.911673
-0.965065 0.21844 -0.144682
0.214464 0.212072 0.953431
0.0276173 0.351097 -0.935932
0.836523 0.527653 -0.147687
0.4037 0.89404 0.19421
-0.694996 0.686825 0.212725
0.357156 0.558825 0.748434
0.729035 -0.313196 -0.608618
-0.241801 0.933619 -0.264361
-0.497345 0.0755393 0.864258
0.948 -0.215406 0.2343
-0.890338 -0.443871 -0.101377
-0.418356 0.889906 0.181782
-0.819829 -0.565345 -0.0909108
0.400489 -0.900291 -0.17054
0.0542386 0.307612 0.949965
0.630455 -0.538175 0.559369
-0.174149 -0.0622005 -0.982753
-0.431204 -0.839715 -0.330064
